Date,Product Name,Category,City,Country,Emissions Raw Materials per unit (kgCO₂e),Emissions Manufacturing per unit (kgCO₂e),Emissions Transport per unit (kgCO₂e),Total Emissions per unit (kgCO₂e),Quantity,Total Emissions (kgCO₂e)
2023-12-17,Raincoat,Jacket,Frankfurt,Germany,2.62,2.25,0.72,5.59,19,106.21
2023-04-13,Light Jacket,Jacket,Nagoya,Japan,3.42,4.94,1.05,9.41,21,197.61
2022-11-10,Canvas Sneakers,Shoes,Hamburg,Germany,1.58,2.95,2.22,6.75,44,297.0
2023-02-20,Cargo Pants,Jeans,Fukuoka,Japan,2.65,5.77,0.52,8.94,31,277.14
2024-03-20,Baseball Cap,Accessories,Marseille,France,2.46,6.79,3.05,12.3,2,24.6
2020-05-09,Beanie,Accessories,Venice,Italy,4.13,3.92,3.0,11.05,8,88.4
2024-08-20,Wool Scarf,Accessories,Munich,Germany,4.8,6.37,0.67,11.84,20,236.8
2024-06-05,Baseball Cap,Accessories,Kyoto,Japan,2.23,3.66,0.78,6.67,9,60.03
2020-08-06,Bomber Jacket,Jacket,Osaka,Japan,1.55,3.59,3.87,9.01,30,270.3
2024-10-08,Raincoat,Jacket,Rome,Italy,4.02,4.22,1.93,10.17,31,315.27
2024-02-03,Denim Jacket,Jacket,Nagoya,Japan,1.53,5.92,1.14,8.59,35,300.65
2022-01-30,Basic T-shirt,T-shirt,Venice,Italy,1.1,2.89,3.81,7.8,35,273.0
2021-02-16,Leather Belt,Accessories,Bordeaux,France,1.49,5.73,1.95,9.17,5,45.85
2024-05-26,Baseball Cap,Accessories,Frankfurt,Germany,2.17,5.77,0.7,8.64,1,8.64
2023-08-17,Polo Shirt,T-shirt,Bordeaux,France,1.28,6.82,3.22,11.32,45,509.4
2020-02-14,Cargo Pants,Jeans,Nagoya,Japan,3.16,6.66,1.98,11.8,8,94.4
2020-07-19,Leather Belt,Accessories,Berlin,Germany,2.07,4.35,2.04,8.46,40,338.4
2023-07-29,Raincoat,Jacket,Nagoya,Japan,3.59,5.1,0.79,9.48,6,56.88
2023-06-05,Polo Shirt,T-shirt,Tokyo,Japan,2.37,6.36,1.3,10.03,22,220.66
2023-04-21,Running Shoes,Shoes,Rome,Italy,1.18,2.58,3.95,7.71,11,84.81
2020-04-23,Relaxed Fit Jeans,Jeans,Fukuoka,Japan,3.62,3.96,3.37,10.95,3,32.85
2020-08-28,Polo Shirt,T-shirt,Kyoto,Japan,2.62,2.64,2.48,7.74,20,154.8
2024-03-22,Light Jacket,Jacket,Lyon,France,3.25,3.03,3.56,9.84,35,344.4
2020-11-03,Running Shoes,Shoes,Marseille,France,3.35,5.21,2.9,11.46,6,68.76
2022-10-28,Ankle Boots,Shoes,Munich,Germany,3.96,5.79,1.84,11.59,28,324.52
2021-06-30,Bomber Jacket,Jacket,Fukuoka,Japan,2.44,2.1,2.61,7.15,19,135.85
2023-03-29,Slim Fit Jeans,Jeans,Marseille,France,2.93,4.44,0.71,8.08,39,315.12
2021-06-26,Basic T-shirt,T-shirt,Rome,Italy,3.44,3.42,2.27,9.13,28,255.64
2023-06-05,Beanie,Accessories,Nice,France,2.88,5.75,1.61,10.24,28,286.72
2022-06-12,Light Jacket,Jacket,Naples,Italy,4.84,3.31,3.34,11.49,14,160.86
2024-04-21,Canvas Sneakers,Shoes,Rome,Italy,4.99,6.24,0.95,12.18,27,328.86
2021-12-27,Polo Shirt,T-shirt,Munich,Germany,4.73,2.3,0.78,7.81,10,78.1
2021-01-01,Leather Boots,Shoes,Marseille,France,4.94,6.6,0.96,12.5,4,50.0
2022-01-18,Raincoat,Jacket,Naples,Italy,3.66,2.12,2.37,8.15,21,171.15
2024-07-25,Leather Boots,Shoes,Lyon,France,1.25,5.78,1.76,8.79,17,149.43
2020-11-13,Cargo Pants,Jeans,Osaka,Japan,2.91,5.43,2.34,10.68,7,74.76
2022-09-05,Basic T-shirt,T-shirt,Fukuoka,Japan,3.69,2.39,2.09,8.17,31,253.27
2021-10-01,Baseball Cap,Accessories,Bordeaux,France,4.67,5.36,1.46,11.49,14,160.86
2024-06-22,Cargo Pants,Jeans,Venice,Italy,2.79,3.74,1.11,7.64,43,328.52
2020-03-12,Raincoat,Jacket,Hamburg,Germany,4.03,2.02,1.88,7.93,35,277.55
2024-11-06,Bomber Jacket,Jacket,Milan,Italy,3.28,3.12,1.04,7.44,15,111.6
2024-10-21,Relaxed Fit Jeans,Jeans,Tokyo,Japan,1.49,4.62,2.86,8.97,19,170.43
2023-12-07,Canvas Sneakers,Shoes,Fukuoka,Japan,4.29,4.98,3.02,12.29,13,159.77
2022-11-22,Relaxed Fit Jeans,Jeans,Berlin,Germany,3.49,5.4,2.25,11.14,16,178.24
2021-05-11,Ankle Boots,Shoes,Tokyo,Japan,2.24,6.84,0.81,9.89,8,79.12
2020-12-30,Oversized Hoodie,T-shirt,Tokyo,Japan,4.75,2.58,1.63,8.96,46,412.16
2023-08-10,Leather Belt,Accessories,Fukuoka,Japan,2.77,5.7,1.51,9.98,28,279.44
2022-03-30,Canvas Sneakers,Shoes,Kyoto,Japan,2.15,4.53,3.25,9.93,49,486.57
2020-02-18,Bomber Jacket,Jacket,Hamburg,Germany,4.64,4.31,1.02,9.97,28,279.16
2020-09-17,Baseball Cap,Accessories,Rome,Italy,3.33,6.57,0.77,10.67,25,266.75
2023-06-16,Relaxed Fit Jeans,Jeans,Cologne,Germany,3.67,3.43,2.49,9.59,13,124.67
2023-05-10,Beanie,Accessories,Bordeaux,France,2.59,2.65,2.54,7.78,39,303.42
2022-05-14,Polo Shirt,T-shirt,Bordeaux,France,3.62,5.86,3.51,12.99,50,649.5
2020-08-06,Bomber Jacket,Jacket,Berlin,Germany,2.29,3.31,0.93,6.53,36,235.08
2024-01-02,Wool Scarf,Accessories,Kyoto,Japan,2.16,3.11,1.87,7.14,44,314.16
2023-10-19,Chino Pants,Jeans,Milan,Italy,3.34,4.01,0.94,8.29,43,356.47
2024-02-10,Oversized Hoodie,T-shirt,Florence,Italy,1.17,3.27,1.32,5.76,30,172.8
2021-06-26,Baseball Cap,Accessories,Florence,Italy,1.32,3.29,0.87,5.48,9,49.32
2024-07-02,Canvas Sneakers,Shoes,Naples,Italy,1.97,4.43,2.12,8.52,46,391.92
2022-02-18,Beanie,Accessories,Milan,Italy,4.1,4.55,2.14,10.79,38,410.02
2024-01-12,Chino Pants,Jeans,Venice,Italy,1.14,2.99,2.48,6.61,26,171.86
2022-10-04,Polo Shirt,T-shirt,Marseille,France,3.72,3.3,2.66,9.68,2,19.36
2022-02-09,Canvas Sneakers,Shoes,Rome,Italy,1.51,6.29,1.82,9.62,39,375.18
2020-06-21,Graphic T-shirt,T-shirt,Marseille,France,1.22,6.81,3.43,11.46,30,343.8
2020-06-20,Leather Belt,Accessories,Nice,France,4.95,2.02,2.3,9.27,3,27.81
2021-12-12,Slim Fit Jeans,Jeans,Rome,Italy,2.78,6.87,1.15,10.8,5,54.0
2024-08-22,Ankle Boots,Shoes,Rome,Italy,3.66,3.05,2.04,8.75,20,175.0
2021-12-26,Slim Fit Jeans,Jeans,Nice,France,4.95,5.31,3.72,13.98,35,489.3
2022-08-21,Oversized Hoodie,T-shirt,Fukuoka,Japan,2.33,6.73,2.05,11.11,21,233.31
2024-10-19,Oversized Hoodie,T-shirt,Paris,France,2.1,3.5,0.81,6.41,34,217.94
2021-05-26,Leather Belt,Accessories,Berlin,Germany,3.49,4.74,2.35,10.58,15,158.7
2021-05-23,Baseball Cap,Accessories,Lyon,France,2.92,4.97,3.85,11.74,20,234.8
2024-08-29,Denim Jacket,Jacket,Kyoto,Japan,1.38,2.6,2.27,6.25,46,287.5
2021-09-10,Basic T-shirt,T-shirt,Nagoya,Japan,1.67,5.49,2.76,9.92,43,426.56
2022-09-12,Leather Boots,Shoes,Bordeaux,France,3.09,5.91,2.54,11.54,10,115.4
2021-05-09,Slim Fit Jeans,Jeans,Paris,France,3.08,5.92,1.3,10.3,17,175.1
2022-03-27,Bomber Jacket,Jacket,Lyon,France,4.37,2.44,2.17,8.98,11,98.78
2024-07-26,Leather Belt,Accessories,Kyoto,Japan,3.3,6.7,3.37,13.37,5,66.85
2021-10-09,Running Shoes,Shoes,Hamburg,Germany,2.33,6.02,3.29,11.64,11,128.04
2020-03-20,Running Shoes,Shoes,Frankfurt,Germany,1.98,2.76,2.48,7.22,26,187.72
2024-06-06,Baseball Cap,Accessories,Florence,Italy,1.27,6.42,1.93,9.62,50,481.0
2021-03-26,Polo Shirt,T-shirt,Nice,France,4.35,4.7,2.45,11.5,42,483.0
2022-07-02,Slim Fit Jeans,Jeans,Berlin,Germany,3.82,6.54,3.77,14.13,5,70.65
2020-05-24,Relaxed Fit Jeans,Jeans,Marseille,France,4.35,3.89,0.61,8.85,34,300.9
2022-08-07,Raincoat,Jacket,Kyoto,Japan,3.18,2.37,3.92,9.47,1,9.47
2023-05-15,Raincoat,Jacket,Paris,France,2.88,4.4,2.85,10.13,28,283.64
2023-01-11,Running Shoes,Shoes,Florence,Italy,4.76,2.79,0.65,8.2,1,8.2
2021-05-13,Running Shoes,Shoes,Nice,France,2.59,3.96,2.08,8.63,34,293.42
2023-05-27,Baseball Cap,Accessories,Nice,France,3.85,3.21,0.96,8.02,17,136.34
2021-12-16,Baseball Cap,Accessories,Bordeaux,France,3.0,3.05,3.44,9.49,4,37.96
2020-02-29,Raincoat,Jacket,Milan,Italy,3.76,6.71,3.01,13.48,3,40.44
2021-02-26,Denim Jacket,Jacket,Naples,Italy,1.79,5.17,2.02,8.98,29,260.42
2023-09-17,Relaxed Fit Jeans,Jeans,Nice,France,4.2,2.11,0.65,6.96,16,111.36
2023-10-10,Running Shoes,Shoes,Florence,Italy,3.96,2.65,2.58,9.19,2,18.38
2021-02-02,Leather Belt,Accessories,Venice,Italy,3.97,4.52,3.39,11.88,39,463.32
2023-11-06,Raincoat,Jacket,Milan,Italy,4.53,6.81,0.78,12.12,47,569.64
2020-02-28,Leather Boots,Shoes,Kyoto,Japan,1.17,5.55,2.13,8.85,31,274.35
2020-12-20,Basic T-shirt,T-shirt,Kyoto,Japan,1.64,2.2,1.55,5.39,15,80.85
2020-10-10,Basic T-shirt,T-shirt,Naples,Italy,2.17,5.07,1.65,8.89,9,80.01
2021-10-18,Slim Fit Jeans,Jeans,Nagoya,Japan,1.13,2.43,1.07,4.63,34,157.42
2023-01-09,Running Shoes,Shoes,Bordeaux,France,3.53,5.39,2.58,11.5,26,299.0
2020-01-17,Wool Scarf,Accessories,Kyoto,Japan,4.73,5.15,1.42,11.3,23,259.9
2021-06-14,Cargo Pants,Jeans,Kyoto,Japan,2.8,2.11,0.62,5.53,26,143.78
2022-12-21,Chino Pants,Jeans,Osaka,Japan,4.09,2.25,1.2,7.54,30,226.2
2021-07-25,Light Jacket,Jacket,Naples,Italy,1.72,2.69,0.82,5.23,49,256.27
2022-09-08,Cargo Pants,Jeans,Nagoya,Japan,1.16,6.19,1.58,8.93,9,80.37
2023-06-19,Polo Shirt,T-shirt,Lyon,France,2.97,4.87,2.6,10.44,2,20.88
2022-11-25,Denim Jacket,Jacket,Rome,Italy,1.09,4.89,1.83,7.81,10,78.1
2021-03-24,Cargo Pants,Jeans,Berlin,Germany,3.94,2.71,3.19,9.84,3,29.52
2024-12-07,Ankle Boots,Shoes,Cologne,Germany,1.42,4.77,1.28,7.47,31,231.57
2024-08-30,Slim Fit Jeans,Jeans,Osaka,Japan,3.23,4.98,3.4,11.61,45,522.45
2020-03-11,Chino Pants,Jeans,Venice,Italy,4.93,6.81,1.94,13.68,27,369.36
2023-01-23,Chino Pants,Jeans,Hamburg,Germany,2.55,4.79,3.73,11.07,18,199.26
2023-04-27,Running Shoes,Shoes,Rome,Italy,3.66,2.66,3.36,9.68,13,125.84
2021-09-15,Baseball Cap,Accessories,Hamburg,Germany,1.44,2.56,3.35,7.35,34,249.9
2020-02-16,Wool Scarf,Accessories,Nagoya,Japan,1.7,3.76,2.24,7.7,13,100.1
2023-01-02,Chino Pants,Jeans,Osaka,Japan,4.49,2.8,2.56,9.85,11,108.35
2021-04-15,Running Shoes,Shoes,Naples,Italy,2.07,5.5,1.42,8.99,31,278.69
2020-12-03,Cargo Pants,Jeans,Rome,Italy,3.87,4.55,1.36,9.78,19,185.82
2020-01-31,Relaxed Fit Jeans,Jeans,Venice,Italy,4.18,4.78,1.42,10.38,3,31.14
2023-12-21,Canvas Sneakers,Shoes,Nagoya,Japan,4.64,5.18,0.96,10.78,31,334.18
2020-12-24,Ankle Boots,Shoes,Lyon,France,2.85,2.64,3.64,9.13,30,273.9
2024-07-21,Cargo Pants,Jeans,Florence,Italy,1.99,5.68,1.99,9.66,15,144.9
2020-05-09,Denim Jacket,Jacket,Venice,Italy,2.97,6.35,0.69,10.01,33,330.33
2022-08-30,Polo Shirt,T-shirt,Tokyo,Japan,4.82,3.89,2.84,11.55,43,496.65
2022-01-22,Ankle Boots,Shoes,Cologne,Germany,4.5,5.27,1.59,11.36,16,181.76
2024-09-29,Wool Scarf,Accessories,Frankfurt,Germany,2.11,3.79,3.46,9.36,26,243.36
2021-12-29,Ankle Boots,Shoes,Hamburg,Germany,3.98,3.84,0.82,8.64,15,129.6
2022-02-11,Relaxed Fit Jeans,Jeans,Fukuoka,Japan,4.51,6.07,3.84,14.42,12,173.04
2023-11-07,Oversized Hoodie,T-shirt,Fukuoka,Japan,3.8,2.47,3.66,9.93,5,49.65
2020-02-22,Ankle Boots,Shoes,Cologne,Germany,1.97,2.33,3.82,8.12,32,259.84
2020-05-04,Relaxed Fit Jeans,Jeans,Frankfurt,Germany,3.14,5.29,1.59,10.02,41,410.82
2023-08-20,Raincoat,Jacket,Marseille,France,4.6,3.77,3.61,11.98,23,275.54
2022-11-14,Denim Jacket,Jacket,Naples,Italy,1.05,5.3,3.82,10.17,44,447.48
2020-03-16,Ankle Boots,Shoes,Bordeaux,France,4.3,4.87,2.12,11.29,34,383.86
2024-04-20,Denim Jacket,Jacket,Fukuoka,Japan,1.87,2.33,0.98,5.18,9,46.62
2023-03-17,Canvas Sneakers,Shoes,Paris,France,1.74,6.24,0.83,8.81,44,387.64
2021-09-30,Leather Boots,Shoes,Frankfurt,Germany,4.66,5.52,3.32,13.5,32,432.0
2024-03-15,Basic T-shirt,T-shirt,Hamburg,Germany,2.5,2.75,0.92,6.17,33,203.61
2021-06-05,Baseball Cap,Accessories,Florence,Italy,1.53,5.2,1.89,8.62,17,146.54
2020-02-20,Slim Fit Jeans,Jeans,Nagoya,Japan,1.73,5.99,3.35,11.07,21,232.47
2023-07-04,Light Jacket,Jacket,Osaka,Japan,4.43,2.54,3.77,10.74,15,161.1
2021-08-24,Light Jacket,Jacket,Naples,Italy,1.87,4.98,1.25,8.1,30,243.0
2022-01-31,Raincoat,Jacket,Hamburg,Germany,4.25,5.18,2.93,12.36,44,543.84
2022-08-24,Ankle Boots,Shoes,Florence,Italy,3.46,3.49,3.47,10.42,32,333.44
2023-02-26,Graphic T-shirt,T-shirt,Naples,Italy,2.49,3.89,3.6,9.98,4,39.92
2020-02-08,Graphic T-shirt,T-shirt,Bordeaux,France,3.44,2.97,0.53,6.94,18,124.92
2021-09-28,Chino Pants,Jeans,Paris,France,2.79,2.97,0.58,6.34,31,196.54
2023-06-19,Basic T-shirt,T-shirt,Berlin,Germany,2.05,3.16,3.29,8.5,30,255.0
2024-11-24,Leather Boots,Shoes,Berlin,Germany,1.26,6.65,3.03,10.94,15,164.1
2021-12-09,Basic T-shirt,T-shirt,Rome,Italy,4.67,5.95,3.0,13.62,29,394.98
2022-11-14,Cargo Pants,Jeans,Lyon,France,3.18,4.6,0.57,8.35,10,83.5
2021-01-02,Slim Fit Jeans,Jeans,Marseille,France,3.05,4.25,3.51,10.81,26,281.06
2020-03-24,Denim Jacket,Jacket,Paris,France,1.7,2.64,2.86,7.2,1,7.2
2022-07-19,Leather Belt,Accessories,Kyoto,Japan,2.94,6.57,1.34,10.85,34,368.9
2020-11-28,Canvas Sneakers,Shoes,Rome,Italy,2.49,6.31,2.42,11.22,15,168.3
2024-07-27,Polo Shirt,T-shirt,Bordeaux,France,1.65,6.09,1.36,9.1,29,263.9
2021-01-21,Leather Belt,Accessories,Rome,Italy,2.39,5.82,2.72,10.93,46,502.78
2022-02-12,Cargo Pants,Jeans,Cologne,Germany,3.39,3.01,2.58,8.98,33,296.34
2022-05-22,Raincoat,Jacket,Bordeaux,France,1.41,2.21,1.57,5.19,22,114.18
2023-03-02,Slim Fit Jeans,Jeans,Milan,Italy,1.71,2.63,1.61,5.95,31,184.45
2024-08-31,Light Jacket,Jacket,Cologne,Germany,2.14,6.11,0.58,8.83,28,247.24
2020-11-24,Polo Shirt,T-shirt,Kyoto,Japan,3.58,3.24,1.61,8.43,50,421.5
2022-11-05,Leather Belt,Accessories,Osaka,Japan,1.2,4.0,3.37,8.57,12,102.84
2021-07-01,Beanie,Accessories,Cologne,Germany,3.84,5.99,1.92,11.75,19,223.25
2021-12-12,Cargo Pants,Jeans,Frankfurt,Germany,3.16,3.01,3.22,9.39,36,338.04
2022-02-10,Leather Boots,Shoes,Nice,France,1.43,5.19,3.17,9.79,23,225.17
2023-01-15,Polo Shirt,T-shirt,Kyoto,Japan,4.34,2.88,1.4,8.62,15,129.3
2021-06-26,Slim Fit Jeans,Jeans,Milan,Italy,3.83,3.31,0.74,7.88,17,133.96
2023-12-23,Light Jacket,Jacket,Hamburg,Germany,4.42,5.33,0.56,10.31,17,175.27
2024-04-25,Wool Scarf,Accessories,Nagoya,Japan,1.77,3.66,2.73,8.16,32,261.12
2020-02-02,Beanie,Accessories,Paris,France,1.82,4.39,1.02,7.23,8,57.84
2021-03-25,Relaxed Fit Jeans,Jeans,Venice,Italy,1.17,4.55,1.91,7.63,25,190.75
2020-04-26,Slim Fit Jeans,Jeans,Paris,France,3.56,3.45,1.32,8.33,7,58.31
2022-08-17,Raincoat,Jacket,Kyoto,Japan,1.79,4.79,2.14,8.72,2,17.44
2020-04-28,Graphic T-shirt,T-shirt,Bordeaux,France,4.07,4.74,0.91,9.72,34,330.48
2022-08-25,Oversized Hoodie,T-shirt,Lyon,France,4.25,5.57,3.93,13.75,39,536.25
2022-06-15,Denim Jacket,Jacket,Florence,Italy,2.71,6.06,3.44,12.21,21,256.41
2024-11-24,Cargo Pants,Jeans,Hamburg,Germany,3.96,6.31,1.47,11.74,19,223.06
2020-06-18,Raincoat,Jacket,Marseille,France,2.07,4.75,2.55,9.37,36,337.32
2021-12-16,Canvas Sneakers,Shoes,Cologne,Germany,4.87,5.29,1.76,11.92,46,548.32
2024-01-31,Ankle Boots,Shoes,Cologne,Germany,3.03,4.26,2.18,9.47,18,170.46
2021-01-17,Graphic T-shirt,T-shirt,Venice,Italy,1.39,4.59,2.08,8.06,22,177.32
2021-12-21,Slim Fit Jeans,Jeans,Hamburg,Germany,4.66,2.28,0.8,7.74,41,317.34
2023-04-29,Ankle Boots,Shoes,Berlin,Germany,4.99,3.99,1.43,10.41,12,124.92
2020-10-24,Chino Pants,Jeans,Florence,Italy,3.62,4.46,2.84,10.92,14,152.88
2022-09-04,Oversized Hoodie,T-shirt,Marseille,France,3.69,6.86,1.82,12.37,40,494.8
